date,city,city_id,hospital_id,hospital_id_enc,admissions,lag_1_admissions,lag_7_admissions,rolling_14_admissions,aqi,temp,humidity,rainfall,wind_speed,mobility_index,outbreak_index,festival_flag,holiday_flag,weekday,is_weekend,population_density,hospital_beds,staff_count
2025-08-10,Delhi,1,DELH1,0,138,147,142,157.5,215,22.46,54.44,9,2.06,78,0.0,0,0,6,1,11200,72,25
2025-08-11,Delhi,1,DELH1,0,159,138,169,157.71,230,22.52,54.2,9,2.04,88,0.0,0,0,0,0,11200,72,25
2025-08-12,Delhi,1,DELH1,0,159,159,180,157.0,229,22.57,53.96,9,2.02,88,0.0,0,0,1,0,11200,72,25
2025-08-13,Delhi,1,DELH1,0,149,159,155,155.64,229,22.63,53.73,9,2.0,88,0.0,0,0,2,0,11200,72,25
2025-08-14,Delhi,1,DELH1,0,148,149,152,154.64,229,22.68,53.49,9,1.98,88,0.0,0,0,3,0,11200,72,25
2025-08-15,Delhi,1,DELH1,0,157,148,152,154.0,228,22.73,53.26,9,1.96,88,0.0,0,0,4,0,11200,72,25
2025-08-16,Delhi,1,DELH1,0,128,157,147,152.5,213,22.78,53.03,9,1.94,78,0.0,0,0,5,1,11200,72,25
2025-08-17,Delhi,1,DELH1,0,145,128,138,152.71,213,22.83,52.8,9,1.92,78,0.0,0,0,6,1,11200,72,25
2025-08-18,Delhi,1,DELH1,0,161,145,159,152.14,227,22.86,52.58,9,1.91,88,0.0,0,0,0,0,11200,72,25
2025-08-19,Delhi,1,DELH1,0,407,161,159,168.36,227,22.89,52.35,9,1.89,88,1.0,0,0,1,0,11200,72,25
2025-08-20,Delhi,1,DELH1,0,150,407,149,168.0,226,22.91,52.13,9,1.87,88,0.0,0,0,2,0,11200,72,25
2025-08-21,Delhi,1,DELH1,0,148,150,148,167.71,226,22.92,51.91,9,1.85,88,0.0,0,0,3,0,11200,72,25
2025-08-22,Delhi,1,DELH1,0,194,148,157,170.71,226,22.92,51.7,9,1.84,88,0.0,0,0,4,0,11200,72,25
2025-08-23,Delhi,1,DELH1,0,150,194,128,170.93,210,22.91,51.48,9,1.82,78,0.0,0,0,5,1,11200,72,25
2025-08-24,Delhi,1,DELH1,0,138,150,145,170.93,210,22.89,51.27,9,1.81,78,0.0,0,0,6,1,11200,72,25
2025-08-25,Delhi,1,DELH1,0,157,138,161,170.79,224,22.85,51.06,10,1.79,88,0.0,0,0,0,0,11200,72,25
2025-08-26,Delhi,1,DELH1,0,216,157,407,174.86,304,22.81,50.86,10,1.78,63,0.0,1,0,1,0,11200,72,25
2025-08-27,Delhi,1,DELH1,0,225,216,150,180.29,303,22.75,50.65,10,1.76,63,0.0,1,0,2,0,11200,72,25
2025-08-28,Delhi,1,DELH1,0,250,225,148,187.57,302,22.69,50.45,10,1.75,63,0.0,1,0,3,0,11200,72,25
2025-08-29,Delhi,1,DELH1,0,164,250,194,188.07,222,22.62,50.26,10,1.73,88,0.0,0,0,4,0,11200,72,25
2025-08-30,Delhi,1,DELH1,0,138,164,150,188.79,206,22.53,50.06,10,1.72,78,0.0,0,0,5,1,11200,72,25
2025-08-31,Delhi,1,DELH1,0,140,138,138,188.43,205,22.45,49.87,10,1.71,78,0.0,0,0,6,1,11200,72,25
2025-09-01,Delhi,1,DELH1,0,155,140,157,188.0,219,22.35,49.68,10,1.69,88,0.0,0,0,0,0,11200,72,25
2025-09-02,Delhi,1,DELH1,0,155,155,216,170.0,219,22.26,49.49,10,1.68,88,0.0,0,0,1,0,11200,72,25
2025-09-03,Delhi,1,DELH1,0,141,155,225,169.36,218,22.16,49.31,10,1.67,88,0.0,0,0,2,0,11200,72,25
2025-09-04,Delhi,1,DELH1,0,163,141,250,170.43,217,22.06,49.13,10,1.66,88,0.0,0,0,3,0,11200,72,25
2025-09-05,Delhi,1,DELH1,0,163,163,164,168.21,216,21.96,48.96,10,1.64,88,0.0,0,0,4,0,11200,72,25
2025-09-06,Delhi,1,DELH1,0,126,163,138,166.5,200,21.87,48.78,10,1.63,78,0.0,0,0,5,1,11200,72,25
2025-09-07,Delhi,1,DELH1,0,129,126,140,165.86,200,21.78,48.61,10,1.62,78,0.0,0,0,6,1,11200,72,25
2025-09-08,Delhi,1,DELH1,0,157,129,155,165.86,214,21.7,48.45,10,1.61,88,0.0,0,0,0,0,11200,72,25
2025-09-09,Delhi,1,DELH1,0,170,157,155,162.57,213,21.62,48.28,10,1.6,88,0.0,0,0,1,0,11200,72,25
2025-09-10,Delhi,1,DELH1,0,149,170,141,157.14,212,21.56,48.12,10,1.59,88,0.0,0,0,2,0,11200,72,25
2025-09-11,Delhi,1,DELH1,0,155,149,163,150.36,212,21.5,47.97,10,1.59,88,0.0,0,0,3,0,11200,72,25
2025-09-12,Delhi,1,DELH1,0,150,155,163,149.36,211,21.46,47.82,10,1.58,88,0.0,0,0,4,0,11200,72,25
2025-09-13,Delhi,1,DELH1,0,137,150,126,149.29,195,21.44,47.67,10,1.57,78,0.0,0,0,5,1,11200,72,25
2025-09-14,Delhi,1,DELH1,0,122,137,129,148.0,195,21.42,47.52,10,1.56,78,0.0,0,0,6,1,11200,72,25
2025-09-15,Delhi,1,DELH1,0,144,122,157,147.21,209,21.43,47.38,10,1.55,88,0.0,0,0,0,0,11200,72,25
2025-09-16,Delhi,1,DELH1,0,153,144,170,147.07,209,21.44,47.24,10,1.55,88,0.0,0,0,1,0,11200,72,25
2025-09-17,Delhi,1,DELH1,0,145,153,149,147.36,208,21.48,47.11,10,1.54,88,0.0,0,0,2,0,11200,72,25
2025-09-18,Delhi,1,DELH1,0,143,145,155,145.93,208,21.53,46.98,10,1.54,88,0.0,0,0,3,0,11200,72,25
2025-09-19,Delhi,1,DELH1,0,141,143,150,144.36,208,21.59,46.85,10,1.53,88,0.0,0,0,4,0,11200,72,25
2025-09-20,Delhi,1,DELH1,0,142,141,137,145.5,193,21.67,46.73,10,1.53,78,0.0,0,0,5,1,11200,72,25
2025-09-21,Delhi,1,DELH1,0,140,142,122,146.29,192,21.76,46.61,10,1.52,78,0.0,0,0,6,1,11200,72,25
2025-09-22,Delhi,1,DELH1,0,157,140,144,146.29,207,21.87,46.5,10,1.52,88,0.0,0,0,0,0,11200,72,25
2025-09-23,Delhi,1,DELH1,0,152,157,153,145.0,207,21.99,46.39,10,1.51,88,0.0,0,0,1,0,11200,72,25
2025-09-24,Delhi,1,DELH1,0,140,152,145,144.36,207,22.12,46.28,10,1.51,88,0.0,0,0,2,0,11200,72,25
2025-09-25,Delhi,1,DELH1,0,248,140,143,151.0,208,22.27,46.18,10,1.51,88,0.4,0,0,3,0,11200,72,25
2025-09-26,Delhi,1,DELH1,0,138,248,141,150.14,208,22.42,46.08,10,1.51,88,0.0,0,0,4,0,11200,72,25
2025-09-27,Delhi,1,DELH1,0,135,138,142,150.0,193,22.57,45.99,10,1.5,78,0.0,0,0,5,1,11200,72,25
2025-09-28,Delhi,1,DELH1,0,126,135,140,150.29,193,22.74,45.9,10,1.5,78,0.0,0,0,6,1,11200,72,25
2025-09-29,Delhi,1,DELH1,0,165,126,157,151.79,209,22.9,45.81,10,1.5,88,0.0,0,0,0,0,11200,72,25
2025-09-30,Delhi,1,DELH1,0,157,165,152,152.07,209,23.07,45.73,10,1.5,88,0.0,0,0,1,0,11200,72,25
2025-10-01,Delhi,1,DELH1,0,146,157,140,152.14,209,23.23,45.65,5,1.5,88,0.0,0,0,2,0,11200,72,25
2025-10-02,Delhi,1,DELH1,0,143,146,248,152.14,210,23.4,45.58,5,1.5,88,0.0,0,0,3,0,11200,72,25
2025-10-03,Delhi,1,DELH1,0,140,143,138,152.07,210,23.56,45.51,5,1.5,88,0.0,0,0,4,0,11200,72,25
2025-10-04,Delhi,1,DELH1,0,133,140,135,151.43,196,23.72,45.44,5,1.5,78,0.0,0,0,5,1,11200,72,25
2025-10-05,Delhi,1,DELH1,0,130,133,126,150.71,196,23.86,45.38,5,1.5,78,0.0,0,0,6,1,11200,72,25
2025-10-06,Delhi,1,DELH1,0,168,130,165,151.5,211,24.01,45.33,5,1.51,88,0.0,0,0,0,0,11200,72,25
2025-10-07,Delhi,1,DELH1,0,160,168,157,152.07,212,24.14,45.28,5,1.51,88,0.0,0,0,1,0,11200,72,25
2025-10-08,Delhi,1,DELH1,0,145,160,146,152.43,212,24.26,45.23,5,1.51,88,0.0,0,0,2,0,11200,72,25
2025-10-09,Delhi,1,DELH1,0,156,145,143,145.86,213,24.37,45.19,5,1.52,88,0.0,0,0,3,0,11200,72,25
2025-10-10,Delhi,1,DELH1,0,153,156,140,146.93,213,24.47,45.15,5,1.52,88,0.0,0,0,4,0,11200,72,25
2025-10-11,Delhi,1,DELH1,0,131,153,133,146.64,198,24.56,45.11,5,1.52,78,0.0,0,0,5,1,11200,72,25
2025-10-12,Delhi,1,DELH1,0,137,131,130,147.43,199,24.64,45.08,5,1.53,78,0.0,0,0,6,1,11200,72,25
2025-10-13,Delhi,1,DELH1,0,150,137,168,146.36,214,24.7,45.06,5,1.53,88,0.0,0,0,0,0,11200,72,25
2025-10-14,Delhi,1,DELH1,0,160,150,160,146.57,214,24.76,45.04,5,1.54,88,0.0,0,0,1,0,11200,72,25
2025-10-15,Delhi,1,DELH1,0,164,160,145,147.86,214,24.8,45.02,5,1.54,88,0.0,0,0,2,0,11200,72,25
2025-10-16,Delhi,1,DELH1,0,154,164,156,148.64,214,24.84,45.01,5,1.55,88,0.0,0,0,3,0,11200,72,25
2025-10-17,Delhi,1,DELH1,0,186,154,153,151.93,215,24.86,45.0,5,1.56,88,0.0,0,0,4,0,11200,72,25
2025-10-18,Delhi,1,DELH1,0,130,186,131,151.71,200,24.88,45.0,5,1.57,78,0.0,0,0,5,1,11200,72,25
2025-10-19,Delhi,1,DELH1,0,135,130,137,152.07,200,24.89,45.0,5,1.57,78,0.0,0,0,6,1,11200,72,25
2025-10-20,Delhi,1,DELH1,0,158,135,150,151.36,215,24.9,45.01,5,1.58,88,0.0,0,0,0,0,11200,72,25
2025-10-21,Delhi,1,DELH1,0,156,158,160,151.07,215,24.9,45.02,5,1.59,88,0.0,0,0,1,0,11200,72,25
2025-10-22,Delhi,1,DELH1,0,147,156,164,151.21,215,24.9,45.03,5,1.6,88,0.0,0,0,2,0,11200,72,25
2025-10-23,Delhi,1,DELH1,0,148,147,154,150.64,215,24.91,45.05,5,1.61,88,0.0,0,0,3,0,11200,72,25
2025-10-24,Delhi,1,DELH1,0,143,148,186,149.93,215,24.91,45.08,5,1.62,88,0.0,0,0,4,0,11200,72,25
2025-10-25,Delhi,1,DELH1,0,133,143,130,150.07,200,24.92,45.1,5,1.63,78,0.0,0,0,5,1,11200,72,25
2025-10-26,Delhi,1,DELH1,0,133,133,135,149.79,200,24.93,45.14,5,1.64,78,0.0,0,0,6,1,11200,72,25
2025-10-27,Delhi,1,DELH1,0,168,133,158,151.07,215,24.95,45.17,5,1.65,88,0.0,0,0,0,0,11200,72,25
2025-10-28,Delhi,1,DELH1,0,149,168,156,150.29,215,24.97,45.21,5,1.66,88,0.0,0,0,1,0,11200,72,25
2025-10-29,Delhi,1,DELH1,0,145,149,147,148.93,215,25.01,45.26,5,1.67,88,0.0,0,0,2,0,11200,72,25
2025-10-30,Delhi,1,DELH1,0,139,145,148,147.86,215,25.06,45.31,5,1.69,88,0.0,0,0,3,0,11200,72,25
2025-10-31,Delhi,1,DELH1,0,147,139,143,145.07,216,25.12,45.36,5,1.7,88,0.0,0,0,4,0,11200,72,25
2025-11-01,Delhi,1,DELH1,0,186,147,133,149.07,201,25.19,45.42,5,1.71,78,0.4,0,0,5,1,11200,72,25
2025-11-02,Delhi,1,DELH1,0,134,186,133,149.0,201,25.28,45.49,5,1.73,78,0.0,0,0,6,1,11200,72,25
2025-11-03,Delhi,1,DELH1,0,151,134,168,148.5,216,25.38,45.55,5,1.74,88,0.0,0,0,0,0,11200,72,25
2025-11-04,Delhi,1,DELH1,0,158,151,149,148.64,217,25.5,45.62,5,1.75,88,0.0,0,0,1,0,11200,72,25
2025-11-05,Delhi,1,DELH1,0,159,158,145,149.5,217,25.63,45.7,5,1.77,88,0.0,0,0,2,0,11200,72,25
2025-11-06,Delhi,1,DELH1,0,152,159,139,149.79,218,25.77,45.78,5,1.78,88,0.0,0,0,3,0,11200,72,25
2025-11-07,Delhi,1,DELH1,0,156,152,147,150.71,218,25.93,45.86,5,1.8,88,0.0,0,0,4,0,11200,72,25
2025-11-08,Delhi,1,DELH1,0,127,156,186,150.29,204,26.1,45.95,4,1.81,78,0.0,0,0,5,1,11200,72,25
2025-11-09,Delhi,1,DELH1,0,150,127,134,151.5,205,26.29,46.05,4,1.83,78,0.0,0,0,6,1,11200,72,25
2025-11-10,Delhi,1,DELH1,0,164,150,151,151.21,221,26.48,46.14,4,1.85,88,0.0,0,0,0,0,11200,72,25
2025-11-11,Delhi,1,DELH1,0,172,164,158,152.86,221,26.69,46.24,4,1.86,88,0.0,0,0,1,0,11200,72,25
2025-11-12,Delhi,1,DELH1,0,145,172,159,152.86,222,26.91,46.35,4,1.88,88,0.0,0,0,2,0,11200,72,25
2025-11-13,Delhi,1,DELH1,0,161,145,152,154.43,223,27.13,46.46,4,1.9,88,0.0,0,0,3,0,11200,72,25
2025-11-14,Delhi,1,DELH1,0,145,161,156,154.29,224,27.36,46.57,4,1.91,88,0.0,0,0,4,0,11200,72,25
2025-11-15,Delhi,1,DELH1,0,136,145,127,150.71,210,27.59,46.69,4,1.93,78,0.0,0,0,5,1,11200,72,25
2025-11-16,Delhi,1,DELH1,0,140,136,150,151.14,211,27.83,46.81,4,1.95,78,0.0,0,0,6,1,11200,72,25
2025-11-17,Delhi,1,DELH1,0,159,140,164,151.71,228,28.07,46.93,4,1.97,88,0.0,0,0,0,0,11200,72,25
2025-11-18,Delhi,1,DELH1,0,177,159,172,153.07,229,28.3,47.06,4,1.99,88,0.0,0,0,1,0,11200,72,25
2025-11-19,Delhi,1,DELH1,0,145,177,145,152.07,230,28.53,47.19,4,2.01,88,0.0,0,0,2,0,11200,72,25
2025-11-20,Delhi,1,DELH1,0,163,145,161,152.86,231,28.76,47.33,4,2.03,88,0.0,0,0,3,0,11200,72,25
2025-11-21,Delhi,1,DELH1,0,174,163,145,154.14,232,28.98,47.47,4,2.05,88,0.0,0,0,4,0,11200,72,25
2025-11-22,Delhi,1,DELH1,0,135,174,136,154.71,218,29.2,47.62,4,2.07,78,0.0,0,0,5,1,11200,72,25
2025-11-23,Delhi,1,DELH1,0,144,135,140,154.29,220,29.4,47.76,4,2.09,78,0.0,0,0,6,1,11200,72,25
2025-11-24,Delhi,1,DELH1,0,173,144,159,154.93,236,29.6,47.91,3,2.11,88,0.0,0,0,0,0,11200,72,25
2025-11-25,Delhi,1,DELH1,0,178,173,177,155.36,237,29.78,48.07,3,2.13,88,0.0,0,0,1,0,11200,72,25
2025-11-26,Delhi,1,DELH1,0,160,178,145,156.43,238,29.95,48.23,3,2.15,88,0.0,0,0,2,0,11200,72,25
2025-11-27,Delhi,1,DELH1,0,151,160,163,155.71,239,30.11,48.39,3,2.17,88,0.0,0,0,3,0,11200,72,25
2025-05-29,Delhi,1,DELH2,1,187,187,187,187.0,304,30.8,71.53,3,3.82,88,0.0,0,0,3,0,11200,92,35
2025-05-30,Delhi,1,DELH2,1,220,187,187,203.5,303,30.56,71.36,3,3.8,88,0.0,0,0,4,0,11200,92,35
2025-05-31,Delhi,1,DELH2,1,204,220,187,203.67,286,30.32,71.19,3,3.77,78,0.0,0,0,5,1,11200,92,35
2025-06-01,Delhi,1,DELH2,1,189,204,187,200.0,285,30.08,71.02,3,3.75,78,0.0,0,0,6,1,11200,92,35
2025-06-02,Delhi,1,DELH2,1,206,189,187,201.2,299,29.84,70.84,3,3.73,88,0.0,0,0,0,0,11200,92,35
2025-06-03,Delhi,1,DELH2,1,218,206,187,204.0,298,29.61,70.66,3,3.71,88,0.0,0,0,1,0,11200,92,35
2025-06-04,Delhi,1,DELH2,1,226,218,187,207.14,296,29.38,70.48,3,3.68,88,0.0,0,0,2,0,11200,92,35
2025-06-05,Delhi,1,DELH2,1,220,226,187,208.75,295,29.15,70.29,3,3.66,88,0.0,0,0,3,0,11200,92,35
2025-06-06,Delhi,1,DELH2,1,278,220,220,216.44,294,28.94,70.1,3,3.64,88,0.4,0,0,4,0,11200,92,35
2025-06-07,Delhi,1,DELH2,1,183,278,204,213.1,277,28.73,69.91,3,3.61,78,0.0,0,0,5,1,11200,92,35
2025-06-08,Delhi,1,DELH2,1,190,183,189,211.0,276,28.54,69.72,2,3.59,78,0.0,0,0,6,1,11200,92,35
2025-06-09,Delhi,1,DELH2,1,232,190,206,212.75,290,28.36,69.52,2,3.57,88,0.0,0,0,0,0,11200,92,35
2025-06-10,Delhi,1,DELH2,1,191,232,218,211.08,289,28.19,69.32,2,3.54,88,0.0,0,0,1,0,11200,92,35
2025-06-11,Delhi,1,DELH2,1,189,191,226,209.5,288,28.03,69.11,2,3.52,88,0.0,0,0,2,0,11200,92,35
2025-06-12,Delhi,1,DELH2,1,208,189,220,211.0,286,27.89,68.91,2,3.49,88,0.0,0,0,3,0,11200,92,35
2025-06-13,Delhi,1,DELH2,1,259,208,278,213.79,285,27.76,68.7,2,3.47,88,0.0,0,1,4,0,11200,92,35
2025-06-14,Delhi,1,DELH2,1,170,259,183,211.36,269,27.65,68.49,2,3.45,78,0.0,0,0,5,1,11200,92,35
2025-06-15,Delhi,1,DELH2,1,213,170,190,213.07,268,27.55,68.27,2,3.42,78,0.0,0,0,6,1,11200,92,35
2025-06-16,Delhi,1,DELH2,1,214,213,232,213.64,282,27.46,68.05,2,3.4,88,0.0,0,0,0,0,11200,92,35
