date,time_idx,group_id,city_id,hospital_id_enc,hospital_beds,staff_count,population_density,admissions,lag_1_admissions,lag_7_admissions,rolling_14_admissions,aqi,temp,humidity,rainfall,wind_speed,mobility_index,outbreak_index,festival_flag,holiday_flag,weekday,is_weekend,aqi_forecast_1,temp_forecast_1,rainfall_forecast_1,aqi_forecast_2,temp_forecast_2,rainfall_forecast_2,aqi_forecast_3,temp_forecast_3,rainfall_forecast_3,aqi_forecast_4,temp_forecast_4,rainfall_forecast_4,aqi_forecast_5,temp_forecast_5,rainfall_forecast_5,aqi_forecast_6,temp_forecast_6,rainfall_forecast_6,aqi_forecast_7,temp_forecast_7,rainfall_forecast_7
2025-06-22,24,BENH1,2,0,72,25,11200,122,125,124,135.07,80,23.02,66.71,12,3.24,78,0.0,0,0,6,1,94,23.04,12,94,23.06,12,94,23.08,12,94,23.08,12,174,23.07,12,159,23.05,12,158,23.02,12
2025-06-23,25,BENH1,2,0,72,25,11200,146,122,147,135.29,94,23.04,66.47,12,3.22,88,0.0,0,0,0,0,94,23.06,12,94,23.08,12,94,23.08,12,174,23.07,12,159,23.05,12,158,23.02,12,93,22.97,12
2025-06-24,26,BENH1,2,0,72,25,11200,148,146,145,135.36,94,23.06,66.24,12,3.19,88,0.0,0,0,1,0,94,23.08,12,94,23.08,12,174,23.07,12,159,23.05,12,158,23.02,12,93,22.97,12,93,22.91,12
2025-06-25,27,BENH1,2,0,72,25,11200,134,148,135,135.29,94,23.08,66.01,12,3.17,88,0.0,0,0,2,0,94,23.08,12,174,23.07,12,159,23.05,12,158,23.02,12,93,22.97,12,93,22.91,12,92,22.84,12
2025-06-26,28,BENH1,2,0,72,25,11200,138,134,141,134.86,94,23.08,65.77,12,3.14,88,0.0,0,0,3,0,174,23.07,12,159,23.05,12,158,23.02,12,93,22.97,12,93,22.91,12,92,22.84,12,92,22.76,12
2025-06-27,29,BENH1,2,0,72,25,11200,174,138,141,138.86,174,23.07,65.53,12,3.12,63,0.0,1,0,4,0,159,23.05,12,158,23.02,12,93,22.97,12,93,22.91,12,92,22.84,12,92,22.76,12,91,22.66,12
2025-06-28,30,BENH1,2,0,72,25,11200,171,174,125,142.21,159,23.05,65.29,12,3.09,53,0.0,1,0,5,1,158,23.02,12,93,22.97,12,93,22.91,12,92,22.84,12,92,22.76,12,91,22.66,12,76,22.55,12
2025-06-29,31,BENH1,2,0,72,25,11200,140,171,122,143.36,158,23.02,65.05,12,3.06,53,0.0,1,0,6,1,93,22.97,12,93,22.91,12,92,22.84,12,92,22.76,12,91,22.66,12,76,22.55,12,75,22.43,12
2025-06-30,32,BENH1,2,0,72,25,11200,149,140,146,143.5,93,22.97,64.8,12,3.04,88,0.0,0,0,0,0,93,22.91,12,92,22.84,12,92,22.76,12,91,22.66,12,76,22.55,12,75,22.43,12,89,22.31,12
2025-07-01,33,BENH1,2,0,72,25,11200,150,149,148,143.86,93,22.91,64.56,12,3.01,88,0.0,0,0,1,0,92,22.84,12,92,22.76,12,91,22.66,12,76,22.55,12,75,22.43,12,89,22.31,12,89,22.17,12
2025-07-02,34,BENH1,2,0,72,25,11200,136,150,134,143.93,92,22.84,64.31,12,2.99,88,0.0,0,0,2,0,92,22.76,12,91,22.66,12,76,22.55,12,75,22.43,12,89,22.31,12,89,22.17,12,88,22.03,12
2025-07-03,35,BENH1,2,0,72,25,11200,135,136,138,143.5,92,22.76,64.06,12,2.96,88,0.0,0,0,3,0,91,22.66,12,76,22.55,12,75,22.43,12,89,22.31,12,89,22.17,12,88,22.03,12,87,21.88,12
2025-07-04,36,BENH1,2,0,72,25,11200,138,135,174,143.29,91,22.66,63.81,12,2.94,88,0.0,0,0,4,0,76,22.55,12,75,22.43,12,89,22.31,12,89,22.17,12,88,22.03,12,87,21.88,12,86,21.72,12
2025-07-05,37,BENH1,2,0,72,25,11200,126,138,171,143.36,76,22.55,63.56,12,2.91,78,0.0,0,0,5,1,75,22.43,12,89,22.31,12,89,22.17,12,88,22.03,12,87,21.88,12,86,21.72,12,70,21.57,12
2025-07-06,38,BENH1,2,0,72,25,11200,129,126,140,143.86,75,22.43,63.31,12,2.88,78,0.0,0,0,6,1,89,22.31,12,89,22.17,12,88,22.03,12,87,21.88,12,86,21.72,12,70,21.57,12,70,21.41,12
2025-07-07,39,BENH1,2,0,72,25,11200,148,129,149,144.0,89,22.31,63.06,12,2.86,88,0.0,0,0,0,0,89,22.17,12,88,22.03,12,87,21.88,12,86,21.72,12,70,21.57,12,70,21.41,12,84,21.25,13
2025-07-08,40,BENH1,2,0,72,25,11200,147,148,150,143.93,89,22.17,62.81,12,2.83,88,0.0,0,0,1,0,88,22.03,12,87,21.88,12,86,21.72,12,70,21.57,12,70,21.41,12,84,21.25,13,83,21.1,13
2025-07-09,41,BENH1,2,0,72,25,11200,136,147,136,144.07,88,22.03,62.55,12,2.81,88,0.0,0,0,2,0,87,21.88,12,86,21.72,12,70,21.57,12,70,21.41,12,84,21.25,13,83,21.1,13,82,20.95,13
2025-07-10,42,BENH1,2,0,72,25,11200,134,136,135,143.79,87,21.88,62.3,12,2.78,88,0.0,0,0,3,0,86,21.72,12,70,21.57,12,70,21.41,12,84,21.25,13,83,21.1,13,82,20.95,13,81,20.81,13
2025-07-11,43,BENH1,2,0,72,25,11200,140,134,138,141.36,86,21.72,62.04,12,2.76,88,0.0,0,0,4,0,70,21.57,12,70,21.41,12,84,21.25,13,83,21.1,13,82,20.95,13,81,20.81,13,80,20.67,13
2025-07-12,44,BENH1,2,0,72,25,11200,121,140,126,137.79,70,21.57,61.78,12,2.73,78,0.0,0,0,5,1,70,21.41,12,84,21.25,13,83,21.1,13,82,20.95,13,81,20.81,13,80,20.67,13,64,20.55,13
2025-07-13,45,BENH1,2,0,72,25,11200,191,121,129,141.43,70,21.41,61.53,12,2.7,78,0.4,0,0,6,1,84,21.25,13,83,21.1,13,82,20.95,13,81,20.81,13,80,20.67,13,64,20.55,13,63,20.44,13
2025-07-14,46,BENH1,2,0,72,25,11200,143,191,148,141.0,84,21.25,61.27,13,2.68,88,0.0,0,0,0,0,83,21.1,13,82,20.95,13,81,20.81,13,80,20.67,13,64,20.55,13,63,20.44,13,78,20.33,13
2025-07-15,47,BENH1,2,0,72,25,11200,144,143,147,140.57,83,21.1,61.01,13,2.65,88,0.0,0,0,1,0,82,20.95,13,81,20.81,13,80,20.67,13,64,20.55,13,63,20.44,13,78,20.33,13,77,20.24,13
2025-07-16,48,BENH1,2,0,72,25,11200,132,144,136,140.29,82,20.95,60.76,13,2.63,88,0.0,0,0,2,0,81,20.81,13,80,20.67,13,64,20.55,13,63,20.44,13,78,20.33,13,77,20.24,13,76,20.17,13
2025-07-17,49,BENH1,2,0,72,25,11200,137,132,134,140.43,81,20.81,60.5,13,2.6,88,0.0,0,0,3,0,80,20.67,13,64,20.55,13,63,20.44,13,78,20.33,13,77,20.24,13,76,20.17,13,76,20.1,13
2025-07-18,50,BENH1,2,0,72,25,11200,131,137,140,139.93,80,20.67,60.24,13,2.58,88,0.0,0,0,4,0,64,20.55,13,63,20.44,13,78,20.33,13,77,20.24,13,76,20.17,13,76,20.1,13,75,20.06,13
2025-07-19,51,BENH1,2,0,72,25,11200,122,131,121,139.64,64,20.55,59.98,13,2.55,78,0.0,0,0,5,1,63,20.44,13,78,20.33,13,77,20.24,13,76,20.17,13,76,20.1,13,75,20.06,13,59,20.02,14
2025-07-20,52,BENH1,2,0,72,25,11200,115,122,191,138.64,63,20.44,59.72,13,2.53,78,0.0,0,0,6,1,78,20.33,13,77,20.24,13,76,20.17,13,76,20.1,13,75,20.06,13,59,20.02,14,59,20.0,14
2025-07-21,53,BENH1,2,0,72,25,11200,139,115,143,138.0,78,20.33,59.46,13,2.51,88,0.0,0,0,0,0,77,20.24,13,76,20.17,13,76,20.1,13,75,20.06,13,59,20.02,14,59,20.0,14,73,20.0,14
2025-07-22,54,BENH1,2,0,72,25,11200,142,139,144,137.64,77,20.24,59.21,13,2.48,88,0.0,0,0,1,0,76,20.17,13,76,20.1,13,75,20.06,13,59,20.02,14,59,20.0,14,73,20.0,14,73,20.0,14
2025-07-23,55,BENH1,2,0,72,25,11200,131,142,132,137.29,76,20.17,58.95,13,2.46,88,0.0,0,0,2,0,76,20.1,13,75,20.06,13,59,20.02,14,59,20.0,14,73,20.0,14,73,20.0,14,72,20.03,14
2025-07-24,56,BENH1,2,0,72,25,11200,131,131,137,137.07,76,20.1,58.69,13,2.43,88,0.0,0,0,3,0,75,20.06,13,59,20.02,14,59,20.0,14,73,20.0,14,73,20.0,14,72,20.03,14,72,20.06,14
2025-07-25,57,BENH1,2,0,72,25,11200,135,131,131,136.71,75,20.06,58.43,13,2.41,88,0.0,0,0,4,0,59,20.02,14,59,20.0,14,73,20.0,14,73,20.0,14,72,20.03,14,72,20.06,14,72,20.1,14
2025-07-26,58,BENH1,2,0,72,25,11200,122,135,122,136.79,59,20.02,58.18,14,2.39,78,0.0,0,0,5,1,59,20.0,14,73,20.0,14,73,20.0,14,72,20.03,14,72,20.06,14,72,20.1,14,57,20.15,14
2025-07-27,59,BENH1,2,0,72,25,11200,121,122,115,131.79,59,20.0,57.92,14,2.36,78,0.0,0,0,6,1,73,20.0,14,73,20.0,14,72,20.03,14,72,20.06,14,72,20.1,14,57,20.15,14,57,20.21,14
2025-07-28,60,BENH1,2,0,72,25,11200,121,121,139,130.21,73,20.0,57.67,14,2.34,88,0.0,0,1,0,0,73,20.0,14,72,20.03,14,72,20.06,14,72,20.1,14,57,20.15,14,57,20.21,14,71,20.28,14
2025-07-29,61,BENH1,2,0,72,25,11200,141,121,142,130.0,73,20.0,57.41,14,2.32,88,0.0,0,0,1,0,72,20.03,14,72,20.06,14,72,20.1,14,57,20.15,14,57,20.21,14,71,20.28,14,71,20.35,14
2025-07-30,62,BENH1,2,0,72,25,11200,126,141,131,129.57,72,20.03,57.16,14,2.29,88,0.0,0,0,2,0,72,20.06,14,72,20.1,14,57,20.15,14,57,20.21,14,71,20.28,14,71,20.35,14,71,20.42,14
2025-07-31,63,BENH1,2,0,72,25,11200,134,126,131,129.36,72,20.06,56.91,14,2.27,88,0.0,0,0,3,0,72,20.1,14,57,20.15,14,57,20.21,14,71,20.28,14,71,20.35,14,71,20.42,14,71,20.49,14
2025-08-01,64,BENH1,2,0,72,25,11200,128,134,135,129.14,72,20.1,56.65,14,2.25,88,0.0,0,0,4,0,57,20.15,14,57,20.21,14,71,20.28,14,71,20.35,14,71,20.42,14,71,20.49,14,71,20.57,15
2025-08-02,65,BENH1,2,0,72,25,11200,119,128,122,128.93,57,20.15,56.4,14,2.23,78,0.0,0,0,5,1,57,20.21,14,71,20.28,14,71,20.35,14,71,20.42,14,71,20.49,14,71,20.57,15,56,20.64,15
2025-08-03,66,BENH1,2,0,72,25,11200,120,119,121,129.29,57,20.21,56.15,14,2.2,78,0.0,0,0,6,1,71,20.28,14,71,20.35,14,71,20.42,14,71,20.49,14,71,20.57,15,56,20.64,15,56,20.7,15
2025-08-04,67,BENH1,2,0,72,25,11200,141,120,121,129.43,71,20.28,55.9,14,2.18,88,0.0,0,0,0,0,71,20.35,14,71,20.42,14,71,20.49,14,71,20.57,15,56,20.64,15,56,20.7,15,71,20.76,15
2025-08-05,68,BENH1,2,0,72,25,11200,143,141,141,129.5,71,20.35,55.65,14,2.16,88,0.0,0,0,1,0,71,20.42,14,71,20.49,14,71,20.57,15,56,20.64,15,56,20.7,15,71,20.76,15,71,20.82,15
2025-08-06,69,BENH1,2,0,72,25,11200,129,143,126,129.36,71,20.42,55.41,14,2.14,88,0.0,0,0,2,0,71,20.49,14,71,20.57,15,56,20.64,15,56,20.7,15,71,20.76,15,71,20.82,15,71,20.86,15
2025-08-07,70,BENH1,2,0,72,25,11200,129,129,134,129.21,71,20.49,55.16,14,2.12,88,0.0,0,0,3,0,71,20.57,15,56,20.64,15,56,20.7,15,71,20.76,15,71,20.82,15,71,20.86,15,71,20.9,15
2025-08-08,71,BENH1,2,0,72,25,11200,133,129,128,129.07,71,20.57,54.92,15,2.1,88,0.0,0,0,4,0,56,20.64,15,56,20.7,15,71,20.76,15,71,20.82,15,71,20.86,15,71,20.9,15,71,20.92,15
2025-08-09,72,BENH1,2,0,72,25,11200,118,133,119,128.79,56,20.64,54.68,15,2.08,78,0.0,0,0,5,1,56,20.7,15,71,20.76,15,71,20.82,15,71,20.86,15,71,20.9,15,71,20.92,15,56,20.94,15
2025-08-10,73,BENH1,2,0,72,25,11200,123,118,120,128.93,56,20.7,54.44,15,2.06,78,0.0,0,0,6,1,71,20.76,15,71,20.82,15,71,20.86,15,71,20.9,15,71,20.92,15,56,20.94,15,56,20.94,15
2025-08-11,74,BENH1,2,0,72,25,11200,138,123,141,130.14,71,20.76,54.2,15,2.04,88,0.0,0,0,0,0,71,20.82,15,71,20.86,15,71,20.9,15,71,20.92,15,56,20.94,15,56,20.94,15,70,20.93,15
2025-08-12,75,BENH1,2,0,72,25,11200,141,138,143,130.14,71,20.82,53.96,15,2.02,88,0.0,0,0,1,0,71,20.86,15,71,20.9,15,71,20.92,15,56,20.94,15,56,20.94,15,70,20.93,15,70,20.9,15
2025-08-13,76,BENH1,2,0,72,25,11200,128,141,129,130.29,71,20.86,53.73,15,2.0,88,0.0,0,0,2,0,71,20.9,15,71,20.92,15,56,20.94,15,56,20.94,15,70,20.93,15,70,20.9,15,70,20.87,15
2025-08-14,77,BENH1,2,0,72,25,11200,133,128,129,130.21,71,20.9,53.49,15,1.98,88,0.0,0,0,3,0,71,20.92,15,56,20.94,15,56,20.94,15,70,20.93,15,70,20.9,15,70,20.87,15,70,20.82,15
2025-08-15,78,BENH1,2,0,72,25,11200,140,133,133,131.07,71,20.92,53.26,15,1.96,88,0.0,0,0,4,0,56,20.94,15,56,20.94,15,70,20.93,15,70,20.9,15,70,20.87,15,70,20.82,15,69,20.76,15
2025-08-16,79,BENH1,2,0,72,25,11200,115,140,118,130.79,56,20.94,53.03,15,1.94,78,0.0,0,0,5,1,56,20.94,15,70,20.93,15,70,20.9,15,70,20.87,15,70,20.82,15,69,20.76,15,54,20.7,15
2025-08-17,80,BENH1,2,0,72,25,11200,123,115,123,131.0,56,20.94,52.8,15,1.92,78,0.0,0,0,6,1,70,20.93,15,70,20.9,15,70,20.87,15,70,20.82,15,69,20.76,15,54,20.7,15,53,20.62,15
2025-08-18,81,BENH1,2,0,72,25,11200,143,123,138,131.14,70,20.93,52.58,15,1.91,88,0.0,0,0,0,0,70,20.9,15,70,20.87,15,70,20.82,15,69,20.76,15,54,20.7,15,53,20.62,15,68,20.53,16
2025-08-19,82,BENH1,2,0,72,25,11200,387,143,141,148.57,70,20.9,52.35,15,1.89,88,1.0,0,0,1,0,70,20.87,15,70,20.82,15,69,20.76,15,54,20.7,15,53,20.62,15,68,20.53,16,147,20.44,16
2025-08-20,83,BENH1,2,0,72,25,11200,131,387,128,148.71,70,20.87,52.13,15,1.87,88,0.0,0,0,2,0,70,20.82,15,69,20.76,15,54,20.7,15,53,20.62,15,68,20.53,16,147,20.44,16,147,20.34,16
2025-08-21,84,BENH1,2,0,72,25,11200,129,131,133,148.71,70,20.82,51.91,15,1.85,88,0.0,0,0,3,0,69,20.76,15,54,20.7,15,53,20.62,15,68,20.53,16,147,20.44,16,147,20.34,16,146,20.23,16
2025-08-22,85,BENH1,2,0,72,25,11200,132,129,140,148.64,69,20.76,51.7,15,1.84,88,0.0,0,0,4,0,54,20.7,15,53,20.62,15,68,20.53,16,147,20.44,16,147,20.34,16,146,20.23,16,66,20.13,16
2025-08-23,86,BENH1,2,0,72,25,11200,121,132,115,148.86,54,20.7,51.48,15,1.82,78,0.0,0,0,5,1,53,20.62,15,68,20.53,16,147,20.44,16,147,20.34,16,146,20.23,16,66,20.13,16,50,20.02,16
2025-08-24,87,BENH1,2,0,72,25,11200,122,121,123,148.79,53,20.62,51.27,15,1.81,78,0.0,0,0,6,1,68,20.53,16,147,20.44,16,147,20.34,16,146,20.23,16,66,20.13,16,50,20.02,16,49,19.91,16
2025-08-25,88,BENH1,2,0,72,25,11200,141,122,143,149.0,68,20.53,51.06,16,1.79,88,0.0,0,0,0,0,147,20.44,16,147,20.34,16,146,20.23,16,66,20.13,16,50,20.02,16,49,19.91,16,64,19.81,16
2025-08-26,89,BENH1,2,0,72,25,11200,164,141,387,150.64,147,20.44,50.86,16,1.78,63,0.0,1,0,1,0,147,20.34,16,146,20.23,16,66,20.13,16,50,20.02,16,49,19.91,16,64,19.81,16,63,19.71,16
2025-08-27,90,BENH1,2,0,72,25,11200,151,164,131,152.29,147,20.34,50.65,16,1.76,63,0.0,1,0,2,0,146,20.23,16,66,20.13,16,50,20.02,16,49,19.91,16,64,19.81,16,63,19.71,16,62,19.62,16
2025-08-28,91,BENH1,2,0,72,25,11200,167,151,129,154.71,146,20.23,50.45,16,1.75,63,0.0,1,0,3,0,66,20.13,16,50,20.02,16,49,19.91,16,64,19.81,16,63,19.71,16,62,19.62,16,62,19.53,16
2025-08-29,92,BENH1,2,0,72,25,11200,128,167,132,153.86,66,20.13,50.26,16,1.73,88,0.0,0,0,4,0,50,20.02,16,49,19.91,16,64,19.81,16,63,19.71,16,62,19.62,16,62,19.53,16,61,19.45,16
2025-08-30,93,BENH1,2,0,72,25,11200,115,128,121,153.86,50,20.02,50.06,16,1.72,78,0.0,0,0,5,1,49,19.91,16,64,19.81,16,63,19.71,16,62,19.62,16,62,19.53,16,61,19.45,16,46,19.39,16
2025-08-31,94,BENH1,2,0,72,25,11200,120,115,122,153.64,49,19.91,49.87,16,1.71,78,0.0,0,0,6,1,64,19.81,16,63,19.71,16,62,19.62,16,62,19.53,16,61,19.45,16,46,19.39,16,45,19.33,16
2025-09-01,95,BENH1,2,0,72,25,11200,137,120,141,153.21,64,19.81,49.68,16,1.69,88,0.0,0,0,0,0,63,19.71,16,62,19.62,16,62,19.53,16,61,19.45,16,46,19.39,16,45,19.33,16,60,19.29,16
2025-09-02,96,BENH1,2,0,72,25,11200,137,137,164,135.36,63,19.71,49.49,16,1.68,88,0.0,0,0,1,0,62,19.62,16,62,19.53,16,61,19.45,16,46,19.39,16,45,19.33,16,60,19.29,16,59,19.26,16
2025-09-03,97,BENH1,2,0,72,25,11200,132,137,151,135.43,62,19.62,49.31,16,1.67,88,0.0,0,0,2,0,62,19.53,16,61,19.45,16,46,19.39,16,45,19.33,16,60,19.29,16,59,19.26,16,59,19.25,16
2025-09-04,98,BENH1,2,0,72,25,11200,128,132,167,135.36,62,19.53,49.13,16,1.66,88,0.0,0,0,3,0,61,19.45,16,46,19.39,16,45,19.33,16,60,19.29,16,59,19.26,16,59,19.25,16,58,19.25,16
2025-09-05,99,BENH1,2,0,72,25,11200,132,128,128,135.36,61,19.45,48.96,16,1.64,88,0.0,0,0,4,0,46,19.39,16,45,19.33,16,60,19.29,16,59,19.26,16,59,19.25,16,58,19.25,16,58,19.27,16
2025-09-06,100,BENH1,2,0,72,25,11200,113,132,115,134.79,46,19.39,48.78,16,1.63,78,0.0,0,0,5,1,45,19.33,16,60,19.29,16,59,19.26,16,59,19.25,16,58,19.25,16,58,19.27,16,43,19.3,16
2025-09-07,101,BENH1,2,0,72,25,11200,115,113,120,134.29,45,19.33,48.61,16,1.62,78,0.0,0,0,6,1,60,19.29,16,59,19.26,16,59,19.25,16,58,19.25,16,58,19.27,16,43,19.3,16,43,19.34,16
2025-09-08,102,BENH1,2,0,72,25,11200,138,115,137,134.07,60,19.29,48.45,16,1.61,88,0.0,0,0,0,0,59,19.26,16,59,19.25,16,58,19.25,16,58,19.27,16,43,19.3,16,43,19.34,16,58,19.4,16
2025-09-09,103,BENH1,2,0,72,25,11200,139,138,137,132.29,59,19.26,48.28,16,1.6,88,0.0,0,0,1,0,59,19.25,16,58,19.25,16,58,19.27,16,43,19.3,16,43,19.34,16,58,19.4,16,58,19.47,16
2025-09-10,104,BENH1,2,0,72,25,11200,133,139,132,131.0,59,19.25,48.12,16,1.59,88,0.0,0,0,2,0,58,19.25,16,58,19.27,16,43,19.3,16,43,19.34,16,58,19.4,16,58,19.47,16,58,19.55,16
2025-09-11,105,BENH1,2,0,72,25,11200,125,133,128,128.0,58,19.25,47.97,16,1.59,88,0.0,0,0,3,0,58,19.27,16,43,19.3,16,43,19.34,16,58,19.4,16,58,19.47,16,58,19.55,16,58,19.65,16
2025-09-12,106,BENH1,2,0,72,25,11200,126,125,132,127.86,58,19.27,47.82,16,1.58,88,0.0,0,0,4,0,43,19.3,16,43,19.34,16,58,19.4,16,58,19.47,16,58,19.55,16,58,19.65,16,58,19.75,16
2025-09-13,107,BENH1,2,0,72,25,11200,112,126,113,127.64,43,19.3,47.67,16,1.57,78,0.0,0,0,5,1,43,19.34,16,58,19.4,16,58,19.47,16,58,19.55,16,58,19.65,16,58,19.75,16,43,19.86,16
2025-09-14,108,BENH1,2,0,72,25,11200,113,112,115,127.14,43,19.34,47.52,16,1.56,78,0.0,0,0,6,1,58,19.4,16,58,19.47,16,58,19.55,16,58,19.65,16,58,19.75,16,43,19.86,16,43,19.98,16
2025-09-15,109,BENH1,2,0,72,25,11200,140,113,138,127.36,58,19.4,47.38,16,1.55,88,0.0,0,0,0,0,58,19.47,16,58,19.55,16,58,19.65,16,58,19.75,16,43,19.86,16,43,19.98,16,58,20.11,16
