date,day_of_week,month,week_of_year,is_weekend,season,temperature,aqi,outbreak_index,mobility_index,population,population_density,elderly_ratio,hospital_id,hospital_capacity,icu_capacity,admissions
2018-02-16,4,2,7,0,winter,23.1,148.47,89.27,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,156
2018-02-17,5,2,7,1,winter,23.22,148.95,89.87,77.8183148246803,300000,4000,0.08,HOSP_1,300,54,140
2018-02-18,6,2,7,1,winter,23.35,149.42,90.45,74.33883739117559,300000,4000,0.08,HOSP_1,300,54,134
2018-02-19,0,2,8,0,winter,23.48,149.88,91.02,70.00000000000001,300000,4000,0.08,HOSP_1,300,54,157
2018-02-20,1,2,8,0,winter,23.61,150.33,91.57,65.66116260882443,300000,4000,0.08,HOSP_1,300,54,155
2018-02-21,2,2,8,0,winter,23.75,150.78,92.11,62.18168517531971,300000,4000,0.08,HOSP_1,300,54,146
2018-02-22,3,2,8,0,winter,23.88,151.21,92.63,60.25072087818176,300000,4000,0.08,HOSP_1,300,54,145
2018-02-23,4,2,8,0,winter,24.02,151.64,93.14,60.25072087818176,300000,4000,0.08,HOSP_1,300,54,157
2018-02-24,5,2,8,1,winter,24.16,152.05,93.62,62.1816851753197,300000,4000,0.08,HOSP_1,300,54,141
2018-02-25,6,2,8,1,winter,24.3,152.46,94.1,65.66116260882441,300000,4000,0.08,HOSP_1,300,54,135
2018-02-26,0,2,9,0,winter,24.44,152.86,94.55,69.99999999999999,300000,4000,0.08,HOSP_1,300,54,159
2018-02-27,1,2,9,0,winter,24.58,153.25,94.99,74.33883739117557,300000,4000,0.08,HOSP_1,300,54,156
2018-02-28,2,2,9,0,winter,24.73,153.62,95.41,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,147
2018-03-01,3,3,9,0,spring,24.88,153.99,95.81,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,146
2018-03-02,4,3,9,0,spring,25.02,154.35,96.19,79.74927912181825,300000,4000,0.08,HOSP_1,300,54,159
2018-03-03,5,3,9,1,spring,25.17,154.7,96.56,77.8183148246803,300000,4000,0.08,HOSP_1,300,54,142
2018-03-04,6,3,9,1,spring,25.33,155.04,96.91,74.33883739117559,300000,4000,0.08,HOSP_1,300,54,136
2018-03-05,0,3,10,0,spring,25.48,155.36,97.24,70.00000000000001,300000,4000,0.08,HOSP_1,300,54,160
2018-03-06,1,3,10,0,spring,25.63,155.68,97.55,65.66116260882443,300000,4000,0.08,HOSP_1,300,54,157
2018-03-07,2,3,10,0,spring,25.79,155.99,97.85,62.18168517531971,300000,4000,0.08,HOSP_1,300,54,148
2018-03-08,3,3,10,0,spring,25.95,156.28,98.12,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,147
2018-03-09,4,3,10,0,spring,26.1,156.57,98.38,60.25072087818176,300000,4000,0.08,HOSP_1,300,54,160
2018-03-10,5,3,10,1,spring,26.26,156.84,98.62,62.181685175319714,300000,4000,0.08,HOSP_1,300,54,143
2018-03-11,6,3,10,1,spring,26.42,157.1,98.84,65.66116260882441,300000,4000,0.08,HOSP_1,300,54,137
2018-03-12,0,3,11,0,spring,26.58,157.35,99.04,69.99999999999999,300000,4000,0.08,HOSP_1,300,54,161
2018-03-13,1,3,11,0,spring,26.75,157.59,99.22,74.33883739117557,300000,4000,0.08,HOSP_1,300,54,158
2018-03-14,2,3,11,0,spring,26.91,157.82,99.38,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,149
2018-03-15,3,3,11,0,spring,27.07,158.04,99.53,79.74927912181822,300000,4000,0.08,HOSP_1,300,54,147
2018-03-16,4,3,11,0,spring,27.24,158.25,99.65,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,160
2018-03-17,5,3,11,1,spring,27.4,158.45,99.76,77.81831482468033,300000,4000,0.08,HOSP_1,300,54,144
2018-03-18,6,3,11,1,spring,27.57,158.63,99.85,74.33883739117559,300000,4000,0.08,HOSP_1,300,54,138
2018-03-19,0,3,12,0,spring,27.74,158.8,99.91,69.99999999999997,300000,4000,0.08,HOSP_1,300,54,161
2018-03-20,1,3,12,0,spring,27.91,158.96,99.96,65.66116260882443,300000,4000,0.08,HOSP_1,300,54,158
2018-03-21,2,3,12,0,spring,28.08,159.11,99.99,62.181685175319686,300000,4000,0.08,HOSP_1,300,54,149
2018-03-22,3,3,12,0,spring,28.24,159.25,100.0,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,148
2018-03-23,4,3,12,0,spring,28.41,159.38,99.99,60.25072087818175,300000,4000,0.08,HOSP_1,300,54,161
2018-03-24,5,3,12,1,spring,28.58,159.49,99.96,62.18168517531969,300000,4000,0.08,HOSP_1,300,54,144
2018-03-25,6,3,12,1,spring,28.76,159.6,99.91,65.66116260882444,300000,4000,0.08,HOSP_1,300,54,138
2018-03-26,0,3,13,0,spring,28.93,159.69,99.85,69.99999999999999,300000,4000,0.08,HOSP_1,300,54,162
2018-03-27,1,3,13,0,spring,29.1,159.77,99.76,74.3388373911756,300000,4000,0.08,HOSP_1,300,54,159
2018-03-28,2,3,13,0,spring,29.27,159.84,99.65,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,149
2018-03-29,3,3,13,0,spring,29.44,159.89,99.53,79.74927912181822,300000,4000,0.08,HOSP_1,300,54,148
2018-03-30,4,3,13,0,spring,29.61,159.94,99.38,79.74927912181826,300000,4000,0.08,HOSP_1,300,54,161
2018-03-31,5,3,13,1,spring,29.78,159.97,99.22,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,144
2018-04-01,6,4,13,1,spring,29.96,159.99,99.04,74.3388373911756,300000,4000,0.08,HOSP_1,300,54,138
2018-04-02,0,4,14,0,spring,30.13,160.0,98.84,70.00000000000006,300000,4000,0.08,HOSP_1,300,54,162
2018-04-03,1,4,14,0,spring,30.3,160.0,98.62,65.66116260882444,300000,4000,0.08,HOSP_1,300,54,159
2018-04-04,2,4,14,0,spring,30.47,159.98,98.38,62.181685175319735,300000,4000,0.08,HOSP_1,300,54,150
2018-04-05,3,4,14,0,spring,30.65,159.96,98.12,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,148
2018-04-06,4,4,14,0,spring,30.82,159.92,97.85,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,161
2018-04-07,5,4,14,1,spring,30.99,159.87,97.55,62.18168517531969,300000,4000,0.08,HOSP_1,300,54,144
2018-04-08,6,4,14,1,spring,31.16,159.8,97.24,65.66116260882437,300000,4000,0.08,HOSP_1,300,54,138
2018-04-09,0,4,15,0,spring,31.33,159.73,96.91,69.99999999999999,300000,4000,0.08,HOSP_1,300,54,162
2018-04-10,1,4,15,0,spring,31.5,159.64,96.56,74.3388373911756,300000,4000,0.08,HOSP_1,300,54,159
2018-04-11,2,4,15,0,spring,31.67,159.55,96.19,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,149
2018-04-12,3,4,15,0,spring,31.84,159.44,95.81,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,148
2018-04-13,4,4,15,0,spring,32.01,159.32,95.41,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,161
2018-04-14,5,4,15,1,spring,32.18,159.18,94.99,77.81831482468033,300000,4000,0.08,HOSP_1,300,54,144
2018-04-15,6,4,15,1,spring,32.34,159.04,94.55,74.33883739117553,300000,4000,0.08,HOSP_1,300,54,138
2018-04-16,0,4,16,0,spring,32.51,158.88,94.1,69.99999999999999,300000,4000,0.08,HOSP_1,300,54,161
2018-04-17,1,4,16,0,spring,32.68,158.72,93.62,65.66116260882444,300000,4000,0.08,HOSP_1,300,54,158
2018-04-18,2,4,16,0,spring,32.84,158.54,93.14,62.181685175319735,300000,4000,0.08,HOSP_1,300,54,149
2018-04-19,3,4,16,0,spring,33.01,158.35,92.63,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,147
2018-04-20,4,4,16,0,spring,33.17,158.15,92.11,60.25072087818175,300000,4000,0.08,HOSP_1,300,54,160
2018-04-21,5,4,16,1,spring,33.33,157.93,91.57,62.181685175319686,300000,4000,0.08,HOSP_1,300,54,144
2018-04-22,6,4,16,1,spring,33.5,157.71,91.02,65.66116260882444,300000,4000,0.08,HOSP_1,300,54,137
2018-04-23,0,4,17,0,spring,33.66,157.48,90.45,69.99999999999999,300000,4000,0.08,HOSP_1,300,54,161
2018-04-24,1,4,17,0,spring,33.82,157.23,89.87,74.33883739117553,300000,4000,0.08,HOSP_1,300,54,158
2018-04-25,2,4,17,0,spring,33.98,156.97,89.27,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,148
2018-04-26,3,4,17,0,spring,34.13,156.7,88.65,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,147
2018-04-27,4,4,17,0,spring,34.29,156.42,88.02,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,160
2018-04-28,5,4,17,1,spring,34.44,156.13,87.38,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,143
2018-04-29,6,4,17,1,spring,34.6,155.83,86.72,74.3388373911756,300000,4000,0.08,HOSP_1,300,54,137
2018-04-30,0,4,18,0,spring,34.75,155.52,86.04,70.00000000000006,300000,4000,0.08,HOSP_1,300,54,160
2018-05-01,1,5,18,0,spring,34.9,155.2,85.36,65.6611626088245,300000,4000,0.08,HOSP_1,300,54,157
2018-05-02,2,5,18,0,spring,35.05,154.87,84.65,62.18168517531969,300000,4000,0.08,HOSP_1,300,54,147
2018-05-03,3,5,18,0,spring,35.2,154.53,83.94,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,146
2018-05-04,4,5,18,0,spring,35.34,154.17,83.21,60.25072087818175,300000,4000,0.08,HOSP_1,300,54,159
2018-05-05,5,5,18,1,spring,35.49,153.81,82.47,62.181685175319686,300000,4000,0.08,HOSP_1,300,54,142
2018-05-06,6,5,18,1,spring,35.63,153.44,81.72,65.66116260882437,300000,4000,0.08,HOSP_1,300,54,136
2018-05-07,0,5,19,0,spring,35.77,153.05,80.95,69.99999999999997,300000,4000,0.08,HOSP_1,300,54,159
2018-05-08,1,5,19,0,spring,35.91,152.66,80.18,74.33883739117559,300000,4000,0.08,HOSP_1,300,54,156
2018-05-09,2,5,19,0,spring,36.05,152.26,79.39,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,146
2018-05-10,3,5,19,0,spring,36.19,151.85,78.59,79.74927912181822,300000,4000,0.08,HOSP_1,300,54,145
2018-05-11,4,5,19,0,spring,36.32,151.43,77.78,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,157
2018-05-12,5,5,19,1,spring,36.45,151.0,76.96,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,141
2018-05-13,6,5,19,1,spring,36.58,150.56,76.12,74.3388373911756,300000,4000,0.08,HOSP_1,300,54,135
2018-05-14,0,5,20,0,spring,36.71,150.11,75.28,69.99999999999999,300000,4000,0.08,HOSP_1,300,54,157
2018-05-15,1,5,20,0,spring,36.84,149.65,74.43,65.66116260882444,300000,4000,0.08,HOSP_1,300,54,154
2018-05-16,2,5,20,0,spring,36.96,149.18,73.57,62.18168517531974,300000,4000,0.08,HOSP_1,300,54,145
2018-05-17,3,5,20,0,spring,37.09,148.71,72.7,60.25072087818175,300000,4000,0.08,HOSP_1,300,54,146
2018-05-18,4,5,20,0,spring,37.21,148.22,71.82,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,158
2018-05-19,5,5,20,1,spring,37.32,147.73,70.93,62.181685175319686,300000,4000,0.08,HOSP_1,300,54,142
2018-05-20,6,5,20,1,spring,37.44,147.23,70.04,65.66116260882437,300000,4000,0.08,HOSP_1,300,54,136
2018-05-21,0,5,21,0,spring,37.55,146.72,69.13,69.99999999999997,300000,4000,0.08,HOSP_1,300,54,158
2018-05-22,1,5,21,0,spring,37.67,146.21,68.22,74.33883739117553,300000,4000,0.08,HOSP_1,300,54,155
2018-05-23,2,5,21,0,spring,37.78,145.68,67.31,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,146
2018-05-24,3,5,21,0,spring,37.88,145.15,66.38,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,144
2018-05-25,4,5,21,0,spring,37.99,144.61,65.45,79.74927912181825,300000,4000,0.08,HOSP_1,300,54,120
2018-05-26,5,5,21,1,spring,38.09,144.06,64.51,77.81831482468033,300000,4000,0.08,HOSP_1,300,54,105
2018-05-27,6,5,21,1,spring,38.19,143.51,63.57,74.33883739117567,300000,4000,0.08,HOSP_1,300,54,100
2018-05-28,0,5,22,0,spring,38.29,142.95,62.62,69.99999999999999,300000,4000,0.08,HOSP_1,300,54,123
2018-05-29,1,5,22,0,spring,38.38,142.38,61.67,65.66116260882444,300000,4000,0.08,HOSP_1,300,54,118
2018-05-30,2,5,22,0,spring,38.48,141.81,60.72,62.18168517531974,300000,4000,0.08,HOSP_1,300,54,113
2018-05-31,3,5,22,0,spring,38.57,141.23,59.75,60.25072087818179,300000,4000,0.08,HOSP_1,300,54,113
2018-06-01,4,6,22,0,summer,38.65,140.64,58.79,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,119
2018-06-02,5,6,22,1,summer,38.74,140.05,57.82,62.181685175319686,300000,4000,0.08,HOSP_1,300,54,104
2018-06-03,6,6,22,1,summer,38.82,139.45,56.85,65.66116260882436,300000,4000,0.08,HOSP_1,300,54,99
2018-06-04,0,6,23,0,summer,38.9,138.85,55.88,70.00000000000004,300000,4000,0.08,HOSP_1,300,54,121
2018-06-05,1,6,23,0,summer,38.98,138.24,54.9,74.33883739117559,300000,4000,0.08,HOSP_1,300,54,117
2018-06-06,2,6,23,0,summer,39.05,137.62,53.92,77.81831482468029,300000,4000,0.08,HOSP_1,300,54,112
2018-06-07,3,6,23,0,summer,39.12,137.0,52.94,79.74927912181822,300000,4000,0.08,HOSP_1,300,54,112
2018-06-08,4,6,23,0,summer,39.19,136.37,51.96,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,117
2018-06-09,5,6,23,1,summer,39.26,135.74,50.98,77.8183148246803,300000,4000,0.08,HOSP_1,300,54,102
2018-06-10,6,6,23,1,summer,39.32,135.11,50.0,74.3388373911756,300000,4000,0.08,HOSP_1,300,54,98
2018-06-11,0,6,24,0,summer,39.38,134.47,49.02,70.00000000000006,300000,4000,0.08,HOSP_1,300,54,120
2018-06-12,1,6,24,0,summer,39.44,133.82,48.04,65.66116260882451,300000,4000,0.08,HOSP_1,300,54,115
2018-06-13,2,6,24,0,summer,39.5,133.18,47.06,62.181685175319785,300000,4000,0.08,HOSP_1,300,54,111
2018-06-14,3,6,24,0,summer,39.55,132.52,46.08,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,110
2018-06-15,4,6,24,0,summer,39.6,131.87,45.1,60.25072087818175,300000,4000,0.08,HOSP_1,300,54,116
2018-06-16,5,6,24,1,summer,39.65,131.21,44.12,62.18168517531973,300000,4000,0.08,HOSP_1,300,54,101
2018-06-17,6,6,24,1,summer,39.69,130.55,43.15,65.66116260882443,300000,4000,0.08,HOSP_1,300,54,97
2018-06-18,0,6,25,0,summer,39.73,129.88,42.18,69.99999999999997,300000,4000,0.08,HOSP_1,300,54,118
2018-06-19,1,6,25,0,summer,39.77,129.21,41.21,74.33883739117552,300000,4000,0.08,HOSP_1,300,54,114
2018-06-20,2,6,25,0,summer,39.8,128.54,40.25,77.81831482468033,300000,4000,0.08,HOSP_1,300,54,109
2018-06-21,3,6,25,0,summer,39.84,127.87,39.28,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,109
2018-06-22,4,6,25,0,summer,39.87,127.19,38.33,79.74927912181825,300000,4000,0.08,HOSP_1,300,54,114
2018-06-23,5,6,25,1,summer,39.89,126.51,37.38,77.81831482468034,300000,4000,0.08,HOSP_1,300,54,100
2018-06-24,6,6,25,1,summer,39.92,125.83,36.43,74.33883739117567,300000,4000,0.08,HOSP_1,300,54,95
2018-06-25,0,6,26,0,summer,39.94,125.15,35.49,70.00000000000014,300000,4000,0.08,HOSP_1,300,54,117
2018-06-26,1,6,26,0,summer,39.96,124.47,34.55,65.66116260882457,300000,4000,0.08,HOSP_1,300,54,112
2018-06-27,2,6,26,0,summer,39.97,123.78,33.62,62.18168517531966,300000,4000,0.08,HOSP_1,300,54,108
2018-06-28,3,6,26,0,summer,39.98,123.1,32.69,60.25072087818175,300000,4000,0.08,HOSP_1,300,54,107
2018-06-29,4,6,26,0,summer,39.99,122.41,31.78,60.25072087818177,300000,4000,0.08,HOSP_1,300,54,113
2018-06-30,5,6,26,1,summer,40.0,121.72,30.87,62.181685175319686,300000,4000,0.08,HOSP_1,300,54,98
2018-07-01,6,7,26,1,summer,40.0,121.03,29.96,65.66116260882436,300000,4000,0.08,HOSP_1,300,54,94
2018-07-02,0,7,27,0,summer,40.0,120.34,29.07,69.9999999999999,300000,4000,0.08,HOSP_1,300,54,115
2018-07-03,1,7,27,0,summer,40.0,119.66,28.18,74.33883739117559,300000,4000,0.08,HOSP_1,300,54,111
2018-07-04,2,7,27,0,summer,39.99,118.97,27.3,77.81831482468027,300000,4000,0.08,HOSP_1,300,54,106
2018-07-05,3,7,27,0,summer,39.98,118.28,26.43,79.74927912181822,300000,4000,0.08,HOSP_1,300,54,106
2018-07-06,4,7,27,0,summer,39.97,117.59,25.57,79.74927912181826,300000,4000,0.08,HOSP_1,300,54,111
2018-07-07,5,7,27,1,summer,39.96,116.9,24.72,77.8183148246803,300000,4000,0.08,HOSP_1,300,54,97
2018-07-08,6,7,27,1,summer,39.94,116.22,23.88,74.33883739117562,300000,4000,0.08,HOSP_1,300,54,92
2018-07-09,0,7,28,0,summer,39.92,115.53,23.04,69.99999999999993,300000,4000,0.08,HOSP_1,300,54,113
2018-07-10,1,7,28,0,summer,39.89,114.85,22.22,65.66116260882438,300000,4000,0.08,HOSP_1,300,54,109
2018-07-11,2,7,28,0,summer,39.87,114.17,21.41,62.1816851753197,300000,4000,0.08,HOSP_1,300,54,105
2018-07-12,3,7,28,0,summer,39.84,113.49,20.61,60.250720878181774,300000,4000,0.08,HOSP_1,300,54,104
2018-07-13,4,7,28,0,summer,39.8,112.81,19.82,60.25072087818175,300000,4000,0.08,HOSP_1,300,54,109
2018-07-14,5,7,28,1,summer,39.77,112.13,19.05,62.181685175319636,300000,4000,0.08,HOSP_1,300,54,96
2018-07-15,6,7,28,1,summer,39.73,111.46,18.28,65.6611626088243,300000,4000,0.08,HOSP_1,300,54,91
2018-07-16,0,7,29,0,summer,39.69,110.79,17.53,69.99999999999997,300000,4000,0.08,HOSP_1,300,54,112
2018-07-17,1,7,29,0,summer,39.65,110.12,16.79,74.33883739117552,300000,4000,0.08,HOSP_1,300,54,107
2018-07-18,2,7,29,0,summer,39.6,109.45,16.06,77.81831482468031,300000,4000,0.08,HOSP_1,300,54,103
2018-07-19,3,7,29,0,summer,39.55,108.79,15.35,79.74927912181823,300000,4000,0.08,HOSP_1,300,54,103
2018-07-20,4,7,29,0,summer,39.5,108.13,14.64,79.74927912181825,300000,4000,0.08,HOSP_1,300,54,108
2018-07-21,5,7,29,1,summer,39.44,107.48,13.96,77.81831482468034,300000,4000,0.08,HOSP_1,300,54,94
2018-07-22,6,7,29,1,summer,39.38,106.82,13.28,74.33883739117555,300000,4000,0.08,HOSP_1,300,54,90
2018-07-23,0,7,30,0,summer,39.32,106.18,12.62,70.0,300000,4000,0.08,HOSP_1,300,54,110
2018-07-24,1,7,30,0,summer,39.26,105.53,11.98,65.66116260882445,300000,4000,0.08,HOSP_1,300,54,106
2018-07-25,2,7,30,0,summer,39.19,104.89,11.35,62.18168517531974,300000,4000,0.08,HOSP_1,300,54,102
2018-07-26,3,7,30,0,summer,39.12,104.26,10.73,60.25072087818179,300000,4000,0.08,HOSP_1,300,54,101
2018-07-27,4,7,30,0,summer,39.05,103.63,10.13,60.25072087818173,300000,4000,0.08,HOSP_1,300,54,106
2018-07-28,5,7,30,1,summer,38.98,103.0,9.55,62.18168517531977,300000,4000,0.08,HOSP_1,300,54,93
2018-07-29,6,7,30,1,summer,38.9,102.38,8.98,65.66116260882448,300000,4000,0.08,HOSP_1,300,54,89
2018-07-30,0,7,31,0,summer,38.82,101.76,8.43,70.00000000000003,300000,4000,0.08,HOSP_1,300,54,109
2018-07-31,1,7,31,0,summer,38.74,101.15,7.89,74.33883739117557,300000,4000,0.08,HOSP_1,300,54,104
2018-08-01,2,8,31,0,summer,38.65,100.55,7.37,77.81831482468027,300000,4000,0.08,HOSP_1,300,54,100
2018-08-02,3,8,31,0,summer,38.57,99.95,6.86,79.74927912181822,300000,4000,0.08,HOSP_1,300,54,100
2018-08-03,4,8,31,0,summer,38.48,99.36,6.38,79.74927912181826,300000,4000,0.08,HOSP_1,300,54,105
2018-08-04,5,8,31,1,summer,38.38,98.77,5.9,77.8183148246803,300000,4000,0.08,HOSP_1,300,54,92
2018-08-05,6,8,31,1,summer,38.29,98.19,5.45,74.33883739117562,300000,4000,0.08,HOSP_1,300,54,87
2018-08-06,0,8,32,0,summer,38.19,97.62,5.01,70.00000000000007,300000,4000,0.08,HOSP_1,300,54,107
2018-08-07,1,8,32,0,summer,38.09,97.05,4.59,65.66116260882451,300000,4000,0.08,HOSP_1,300,54,103
2018-08-08,2,8,32,0,summer,37.99,96.49,4.19,62.18168517531971,300000,4000,0.08,HOSP_1,300,54,99
2018-08-09,3,8,32,0,summer,37.88,95.94,3.81,60.250720878181774,300000,4000,0.08,HOSP_1,300,54,99
2018-08-10,4,8,32,0,summer,37.78,95.39,3.44,60.25072087818178,300000,4000,0.08,HOSP_1,300,54,103
2018-08-11,5,8,32,1,summer,37.67,94.85,3.09,62.18168517531972,300000,4000,0.08,HOSP_1,300,54,90
2018-08-12,6,8,32,1,summer,37.55,94.32,2.76,65.66116260882441,300000,4000,0.08,HOSP_1,300,54,86
2018-08-13,0,8,33,0,summer,37.44,93.79,2.45,69.99999999999996,300000,4000,0.08,HOSP_1,300,54,106
2018-08-14,1,8,33,0,summer,37.32,93.28,2.15,74.33883739117552,300000,4000,0.08,HOSP_1,300,54,102
2018-08-15,2,8,33,0,summer,37.21,92.77,1.88,77.81831482468023,300000,4000,0.08,HOSP_1,300,54,98
